date,Ozone
6/12/2000,0.012765835
6/13/2000,0.012769
6/14/2000,0.012772166
6/15/2000,0.012775331
6/16/2000,0.012778496
6/17/2000,0.012781662
6/18/2000,0.012784827
6/19/2000,0.012787993
6/20/2000,0.012791158
6/21/2000,0.012794324
6/22/2000,0.012797489
6/23/2000,0.012800654
6/24/2000,0.01280382
6/25/2000,0.012806985
6/26/2000,0.012810151
6/27/2000,0.012813316
6/28/2000,0.012816482
6/29/2000,0.012819647
6/30/2000,0.012822812
7/1/2000,0.012825978
7/2/2000,0.012829143
7/3/2000,0.012832309
7/4/2000,0.012835474
7/5/2000,0.01283864
7/6/2000,0.012841805
7/7/2000,0.01284497
7/8/2000,0.012848136
7/9/2000,0.012851301
7/10/2000,0.012854467
7/11/2000,0.012857632
7/12/2000,0.012860798
7/13/2000,0.012863963
7/14/2000,0.012867128
7/15/2000,0.012870294
7/16/2000,0.012873459
7/17/2000,0.012876625
7/18/2000,0.01287979
7/19/2000,0.012882956
7/20/2000,0.012886121
7/21/2000,0.012889286
7/22/2000,0.012892452
7/23/2000,0.012895617
7/24/2000,0.012898783
7/25/2000,0.012901948
7/26/2000,0.012905114
7/27/2000,0.012908279
7/28/2000,0.012911444
7/29/2000,0.01291461
7/30/2000,0.012917775
7/31/2000,0.012920941
8/1/2000,0.012924106
8/2/2000,0.012927272
8/3/2000,0.012930437
8/4/2000,0.012933602
8/5/2000,0.012936768
8/6/2000,0.012939933
8/7/2000,0.012943099
8/8/2000,0.012946264
8/9/2000,0.01294943
8/10/2000,0.012952595
8/11/2000,0.01295576
8/12/2000,0.012958926
8/13/2000,0.012962091
8/14/2000,0.012965257
8/15/2000,0.012968422
8/16/2000,0.012971588
8/17/2000,0.012974753
8/18/2000,0.012977918
8/19/2000,0.012981084
8/20/2000,0.012984249
8/21/2000,0.012987415
8/22/2000,0.01299058
8/23/2000,0.012993746
8/24/2000,0.012996911
8/25/2000,0.013000076
8/26/2000,0.013003242
8/27/2000,0.013006407
8/28/2000,0.013009573
8/29/2000,0.013012738
8/30/2000,0.013015904
8/31/2000,0.013019069
9/1/2000,0.013022234
9/2/2000,0.0130254
9/3/2000,0.013028565
9/4/2000,0.013031731
9/5/2000,0.013034896
9/6/2000,0.013038062
9/7/2000,0.013041227
9/8/2000,0.013044392
9/9/2000,0.013047558
9/10/2000,0.013050723
9/11/2000,0.013053889
9/12/2000,0.013057054
9/13/2000,0.01306022
9/14/2000,0.013063385
9/15/2000,0.01306655
9/16/2000,0.013069716
9/17/2000,0.013072881
9/18/2000,0.013076047
9/19/2000,0.013079212
9/20/2000,0.013082378
9/21/2000,0.013085543
9/22/2000,0.013088708
9/23/2000,0.013091874
9/24/2000,0.013095039
9/25/2000,0.013098205
9/26/2000,0.01310137
9/27/2000,0.013104536
9/28/2000,0.013107701
9/29/2000,0.013110866
9/30/2000,0.013114032
10/1/2000,0.013117197
10/2/2000,0.013120363
10/3/2000,0.013123528
10/4/2000,0.013126694
10/5/2000,0.013129859
10/6/2000,0.013133024
10/7/2000,0.01313619
10/8/2000,0.013139355
10/9/2000,0.013142521
10/10/2000,0.013145686
10/11/2000,0.013148852
10/12/2000,0.013152017
10/13/2000,0.013155182
10/14/2000,0.013158348
10/15/2000,0.013161513
10/16/2000,0.013164679
10/17/2000,0.013167844
10/18/2000,0.01317101
10/19/2000,0.013174175
10/20/2000,0.01317734
10/21/2000,0.013180506
10/22/2000,0.013183671
10/23/2000,0.013186837
10/24/2000,0.013190002
10/25/2000,0.013193168
10/26/2000,0.013196333
10/27/2000,0.013199498
10/28/2000,0.013202664
10/29/2000,0.013205829
10/30/2000,0.013208995
10/31/2000,0.01321216
11/1/2000,0.013215326
11/2/2000,0.013218491
11/3/2000,0.013221656
11/4/2000,0.013224822
11/5/2000,0.013227987
11/6/2000,0.013231153
11/7/2000,0.013234318
11/8/2000,0.013237484
11/9/2000,0.013240649
11/10/2000,0.013243814
11/11/2000,0.01324698
11/12/2000,0.013250145
11/13/2000,0.013253311
11/14/2000,0.013256476
11/15/2000,0.013259642
11/16/2000,0.013262807
11/17/2000,0.013265972
11/18/2000,0.013269138
11/19/2000,0.013272303
11/20/2000,0.013275469
11/21/2000,0.013278634
11/22/2000,0.0132818
11/23/2000,0.013284965
11/24/2000,0.01328813
11/25/2000,0.013291296
11/26/2000,0.013294461
11/27/2000,0.013297627
11/28/2000,0.013300792
11/29/2000,0.013303958
11/30/2000,0.013307123
12/1/2000,0.013310288
12/2/2000,0.013313454
12/3/2000,0.013316619
12/4/2000,0.013319785
12/5/2000,0.01332295
12/6/2000,0.013326116
12/7/2000,0.013329281
12/8/2000,0.013332446
12/9/2000,0.013335612
12/10/2000,0.013338777
12/11/2000,0.013341943
12/12/2000,0.013345108
12/13/2000,0.013348274
12/14/2000,0.013351439
12/15/2000,0.013354604
12/16/2000,0.01335777
12/17/2000,0.013360935
12/18/2000,0.013364101
12/19/2000,0.013367266
12/20/2000,0.013370432
12/21/2000,0.013373597
12/22/2000,0.013376762
12/23/2000,0.013379928
12/24/2000,0.013383093
12/25/2000,0.013386259
12/26/2000,0.013389424
12/27/2000,0.01339259
12/28/2000,0.013395755
12/29/2000,0.01339892
12/30/2000,0.013402086
12/31/2000,0.013405251
1/1/2001,0.013408417
1/2/2001,0.013411582
1/3/2001,0.013414748
1/4/2001,0.013417913
1/5/2001,0.013421078
1/6/2001,0.013424244
1/7/2001,0.013427409
1/8/2001,0.013430575
1/9/2001,0.01343374
1/10/2001,0.013436906
1/11/2001,0.013440071
1/12/2001,0.013443236
1/13/2001,0.013446402
1/14/2001,0.013449567
1/15/2001,0.013452733
1/16/2001,0.013455898
1/17/2001,0.013459064
1/18/2001,0.013462229
1/19/2001,0.013465394
1/20/2001,0.01346856
1/21/2001,0.013471725
1/22/2001,0.013474891
1/23/2001,0.013478056
1/24/2001,0.013481222
1/25/2001,0.013484387
1/26/2001,0.013487552
1/27/2001,0.013490718
1/28/2001,0.013493883
1/29/2001,0.013497049
1/30/2001,0.013500214
1/31/2001,0.01350338
2/1/2001,0.013506545
2/2/2001,0.01350971
2/3/2001,0.013512876
2/4/2001,0.013516041
2/5/2001,0.013519207
2/6/2001,0.013522372
2/7/2001,0.013525538
2/8/2001,0.013528703
2/9/2001,0.013531868
2/10/2001,0.013535034
2/11/2001,0.013538199
2/12/2001,0.013541365
2/13/2001,0.01354453
2/14/2001,0.013547696
2/15/2001,0.013550861
2/16/2001,0.013554026
2/17/2001,0.013557192
2/18/2001,0.013560357
2/19/2001,0.013563523
2/20/2001,0.013566688
2/21/2001,0.013569854
2/22/2001,0.013573019
2/23/2001,0.013576184
2/24/2001,0.01357935
2/25/2001,0.013582515
2/26/2001,0.013585681
2/27/2001,0.013588846
2/28/2001,0.013592011
3/1/2001,0.013595177
3/2/2001,0.013598342
3/3/2001,0.013601508
3/4/2001,0.013604673
3/5/2001,0.013607839
3/6/2001,0.013611004
3/7/2001,0.013614169
3/8/2001,0.013617335
3/9/2001,0.0136205
3/10/2001,0.013623666
3/11/2001,0.013626831
3/12/2001,0.013629997
3/13/2001,0.013633162
3/14/2001,0.013636327
3/15/2001,0.013639493
3/16/2001,0.013642658
3/17/2001,0.013645824
3/18/2001,0.013648989
3/19/2001,0.013652155
3/20/2001,0.01365532
3/21/2001,0.013658485
3/22/2001,0.013661651
3/23/2001,0.013664816
3/24/2001,0.013667982
3/25/2001,0.013671147
3/26/2001,0.013674313
3/27/2001,0.013677478
3/28/2001,0.013680643
3/29/2001,0.013683809
3/30/2001,0.013686974
3/31/2001,0.01369014
4/1/2001,0.013693305
4/2/2001,0.013696471
4/3/2001,0.013699636
4/4/2001,0.013702801
4/5/2001,0.013705967
4/6/2001,0.013709132
4/7/2001,0.013712298
4/8/2001,0.013715463
4/9/2001,0.013718629
4/10/2001,0.013721794
4/11/2001,0.013724959
4/12/2001,0.013728125
4/13/2001,0.01373129
4/14/2001,0.013734456
4/15/2001,0.013737621
4/16/2001,0.013740787
4/17/2001,0.013743952
4/18/2001,0.013747117
4/19/2001,0.013750283
4/20/2001,0.013753448
4/21/2001,0.013756614
4/22/2001,0.013759779
4/23/2001,0.013762945
4/24/2001,0.01376611
4/25/2001,0.013769275
4/26/2001,0.013772441
4/27/2001,0.013775606
4/28/2001,0.013778772
4/29/2001,0.013781937
4/30/2001,0.013785103
5/1/2001,0.013788268
5/2/2001,0.013791433
5/3/2001,0.013794599
5/4/2001,0.013797764
5/5/2001,0.01380093
5/6/2001,0.013804095
5/7/2001,0.013807261
5/8/2001,0.013810426
5/9/2001,0.013813591
5/10/2001,0.013816757
5/11/2001,0.013819922
5/12/2001,0.013823088
5/13/2001,0.013826253
5/14/2001,0.013829419
5/15/2001,0.013832584
5/16/2001,0.013835749
5/17/2001,0.013838915
5/18/2001,0.01384208
5/19/2001,0.013845246
5/20/2001,0.013848411
5/21/2001,0.013851577
5/22/2001,0.013854742
5/23/2001,0.013857907
5/24/2001,0.013861073
5/25/2001,0.013864238
5/26/2001,0.013867404
5/27/2001,0.013870569
5/28/2001,0.013873735
5/29/2001,0.0138769
5/30/2001,0.013880065
5/31/2001,0.013883231
6/1/2001,0.013886396
6/2/2001,0.013889562
6/3/2001,0.013892727
6/4/2001,0.013895893
6/5/2001,0.013899058
6/6/2001,0.013902223
6/7/2001,0.013905389
6/8/2001,0.013908554
6/9/2001,0.01391172
6/10/2001,0.013914885
6/11/2001,0.013918051
6/12/2001,0.013921216
6/13/2001,0.013924381
6/14/2001,0.013927547
6/15/2001,0.013930712
6/16/2001,0.013933878
6/17/2001,0.013937043
6/18/2001,0.013940209
6/19/2001,0.013943374
6/20/2001,0.013946539
6/21/2001,0.013949705
6/22/2001,0.01395287
6/23/2001,0.013956036
6/24/2001,0.013959201
6/25/2001,0.013962367
6/26/2001,0.013965532
6/27/2001,0.013968697
6/28/2001,0.013971863
6/29/2001,0.013975028
6/30/2001,0.013978194
7/1/2001,0.013981359
7/2/2001,0.013984525
7/3/2001,0.01398769
7/4/2001,0.013990855
7/5/2001,0.013994021
7/6/2001,0.013997186
7/7/2001,0.014000352
7/8/2001,0.014003517
7/9/2001,0.014006683
7/10/2001,0.014009848
7/11/2001,0.014013013
7/12/2001,0.014016179
7/13/2001,0.014019344
7/14/2001,0.01402251
7/15/2001,0.014025675
7/16/2001,0.014028841
7/17/2001,0.014032006
7/18/2001,0.014035171
7/19/2001,0.014038337
7/20/2001,0.014041502
7/21/2001,0.014044668
7/22/2001,0.014047833
7/23/2001,0.014050999
7/24/2001,0.014054164
7/25/2001,0.014057329
7/26/2001,0.014060495
7/27/2001,0.01406366
7/28/2001,0.014066826
7/29/2001,0.014069991
7/30/2001,0.014073157
7/31/2001,0.014076322
8/1/2001,0.014079487
8/2/2001,0.014082653
8/3/2001,0.014085818
8/4/2001,0.014088984
8/5/2001,0.014092149
8/6/2001,0.014095315
8/7/2001,0.01409848
8/8/2001,0.014101645
8/9/2001,0.014104811
8/10/2001,0.014107976
8/11/2001,0.014111142
8/12/2001,0.014114307
8/13/2001,0.014117473
8/14/2001,0.014120638
8/15/2001,0.014123803
8/16/2001,0.014126969
8/17/2001,0.014130134
8/18/2001,0.0141333
8/19/2001,0.014136465
8/20/2001,0.014139631
8/21/2001,0.014142796
8/22/2001,0.014145961
8/23/2001,0.014149127
8/24/2001,0.014152292
8/25/2001,0.014155458
8/26/2001,0.014158623
8/27/2001,0.014161789
8/28/2001,0.014164954
8/29/2001,0.014168119
8/30/2001,0.014171285
8/31/2001,0.01417445
9/1/2001,0.014177616
9/2/2001,0.014180781
9/3/2001,0.014183947
9/4/2001,0.014187112
9/5/2001,0.014190277
9/6/2001,0.014193443
9/7/2001,0.014196608
9/8/2001,0.014199774
9/9/2001,0.014202939
9/10/2001,0.014206105
9/11/2001,0.01420927
9/12/2001,0.014212435
9/13/2001,0.014215601
9/14/2001,0.014218766
9/15/2001,0.014221932
9/16/2001,0.014225097
9/17/2001,0.014228263
9/18/2001,0.014231428
9/19/2001,0.014234593
9/20/2001,0.014237759
9/21/2001,0.014240924
9/22/2001,0.01424409
9/23/2001,0.014247255
9/24/2001,0.014250421
9/25/2001,0.014253586
9/26/2001,0.014256751
9/27/2001,0.014259917
9/28/2001,0.014263082
9/29/2001,0.014266248
9/30/2001,0.014269413
10/1/2001,0.014272579
10/2/2001,0.014275744
10/3/2001,0.014278909
10/4/2001,0.014282075
10/5/2001,0.01428524
10/6/2001,0.014288406
10/7/2001,0.014291571
10/8/2001,0.014294737
10/9/2001,0.014297902
10/10/2001,0.014301067
10/11/2001,0.014304233
10/12/2001,0.014307398
10/13/2001,0.014310564
10/14/2001,0.014313729
10/15/2001,0.014316895
10/16/2001,0.01432006
10/17/2001,0.014323225
10/18/2001,0.014326391
10/19/2001,0.014329556
10/20/2001,0.014332722
10/21/2001,0.014335887
10/22/2001,0.014339053
10/23/2001,0.014342218
10/24/2001,0.014345383
10/25/2001,0.014348549
10/26/2001,0.014351714
10/27/2001,0.01435488
10/28/2001,0.014358045
10/29/2001,0.014361211
10/30/2001,0.014364376
10/31/2001,0.014367541
11/1/2001,0.014370707
11/2/2001,0.014373872
11/3/2001,0.014377038
11/4/2001,0.014380203
11/5/2001,0.014383369
11/6/2001,0.014386534
11/7/2001,0.014389699
11/8/2001,0.014392865
11/9/2001,0.01439603
11/10/2001,0.014399196
11/11/2001,0.014402361
11/12/2001,0.014405527
11/13/2001,0.014408692
11/14/2001,0.014411857
11/15/2001,0.014415023
11/16/2001,0.014418188
11/17/2001,0.014421354
11/18/2001,0.014424519
11/19/2001,0.014427684
11/20/2001,0.01443085
11/21/2001,0.014434015
11/22/2001,0.014437181
11/23/2001,0.014440346
11/24/2001,0.014443512
11/25/2001,0.014446677
11/26/2001,0.014449842
11/27/2001,0.014453008
11/28/2001,0.014456173
11/29/2001,0.014459339
11/30/2001,0.014462504
12/1/2001,0.01446567
12/2/2001,0.014468835
12/3/2001,0.014472
12/4/2001,0.014475166
12/5/2001,0.014478331
12/6/2001,0.014481497
12/7/2001,0.014484662
12/8/2001,0.014487828
12/9/2001,0.014490993
12/10/2001,0.014494158
12/11/2001,0.014497324
12/12/2001,0.014500489
12/13/2001,0.014503655
12/14/2001,0.01450682
12/15/2001,0.014509986
12/16/2001,0.014513151
12/17/2001,0.014516316
12/18/2001,0.014519482
12/19/2001,0.014522647
12/20/2001,0.014525813
12/21/2001,0.014528978
12/22/2001,0.014532144
12/23/2001,0.014535309
12/24/2001,0.014538474
12/25/2001,0.01454164
12/26/2001,0.014544805
12/27/2001,0.014547971
12/28/2001,0.014551136
12/29/2001,0.014554302
12/30/2001,0.014557467
12/31/2001,0.014560632
1/1/2002,0.014563798
1/2/2002,0.014566963
1/3/2002,0.014570129
1/4/2002,0.014573294
1/5/2002,0.01457646
1/6/2002,0.014579625
1/7/2002,0.01458279
1/8/2002,0.014585956
1/9/2002,0.014589121
1/10/2002,0.014592287
1/11/2002,0.014595452
1/12/2002,0.014598618
1/13/2002,0.014601783
1/14/2002,0.014604948
1/15/2002,0.014608114
1/16/2002,0.014611279
1/17/2002,0.014614445
1/18/2002,0.01461761
1/19/2002,0.014620776
1/20/2002,0.014623941
1/21/2002,0.014627106
1/22/2002,0.014630272
1/23/2002,0.014633437
1/24/2002,0.014636603
1/25/2002,0.014639768
1/26/2002,0.014642934
1/27/2002,0.014646099
1/28/2002,0.014649264
1/29/2002,0.01465243
1/30/2002,0.014655595
1/31/2002,0.014658761
2/1/2002,0.014661926
2/2/2002,0.014665092
2/3/2002,0.014668257
2/4/2002,0.014671422
2/5/2002,0.014674588
2/6/2002,0.014677753
2/7/2002,0.014680919
2/8/2002,0.014684084
2/9/2002,0.01468725
2/10/2002,0.014690415
2/11/2002,0.01469358
2/12/2002,0.014696746
2/13/2002,0.014699911
2/14/2002,0.014703077
2/15/2002,0.014706242
2/16/2002,0.014709408
2/17/2002,0.014712573
2/18/2002,0.014715738
2/19/2002,0.014718904
2/20/2002,0.014722069
2/21/2002,0.014725235
2/22/2002,0.0147284
2/23/2002,0.014731566
2/24/2002,0.014734731
2/25/2002,0.014737896
2/26/2002,0.014741062
2/27/2002,0.014744227
2/28/2002,0.014747393
3/1/2002,0.014750558
3/2/2002,0.014753724
3/3/2002,0.014756889
3/4/2002,0.014760054
3/5/2002,0.01476322
3/6/2002,0.014766385
3/7/2002,0.014769551
3/8/2002,0.014772716
3/9/2002,0.014775882
3/10/2002,0.014779047
3/11/2002,0.014782212
3/12/2002,0.014785378
3/13/2002,0.014788543
3/14/2002,0.014791709
3/15/2002,0.014794874
3/16/2002,0.01479804
3/17/2002,0.014801205
3/18/2002,0.01480437
3/19/2002,0.014807536
3/20/2002,0.014810701
3/21/2002,0.014813867
3/22/2002,0.014817032
3/23/2002,0.014820198
3/24/2002,0.014823363
3/25/2002,0.014826528
3/26/2002,0.014829694
3/27/2002,0.014832859
3/28/2002,0.014836025
3/29/2002,0.01483919
3/30/2002,0.014842356
3/31/2002,0.014845521
4/1/2002,0.014848686
4/2/2002,0.014851852
4/3/2002,0.014855017
4/4/2002,0.014858183
4/5/2002,0.014861348
4/6/2002,0.014864514
4/7/2002,0.014867679
4/8/2002,0.014870844
4/9/2002,0.01487401
4/10/2002,0.014877175
4/11/2002,0.014880341
4/12/2002,0.014883506
4/13/2002,0.014886672
4/14/2002,0.014889837
4/15/2002,0.014893002
4/16/2002,0.014896168
4/17/2002,0.014899333
4/18/2002,0.014902499
4/19/2002,0.014905664
4/20/2002,0.01490883
4/21/2002,0.014911995
4/22/2002,0.01491516
4/23/2002,0.014918326
4/24/2002,0.014921491
4/25/2002,0.014924657
4/26/2002,0.014927822
4/27/2002,0.014930988
4/28/2002,0.014934153
4/29/2002,0.014937318
4/30/2002,0.014940484
5/1/2002,0.014943649
5/2/2002,0.014946815
5/3/2002,0.01494998
5/4/2002,0.014953146
5/5/2002,0.014956311
5/6/2002,0.014959476
5/7/2002,0.014962642
5/8/2002,0.014965807
5/9/2002,0.014968973
5/10/2002,0.014972138
5/11/2002,0.014975304
5/12/2002,0.014978469
5/13/2002,0.014981634
5/14/2002,0.0149848
5/15/2002,0.014987965
5/16/2002,0.014991131
5/17/2002,0.014994296
5/18/2002,0.014997462
5/19/2002,0.015000627
5/20/2002,0.015003792
5/21/2002,0.015006958
5/22/2002,0.015010123
5/23/2002,0.015013289
5/24/2002,0.015016454
5/25/2002,0.01501962
5/26/2002,0.015022785
5/27/2002,0.01502595
5/28/2002,0.015029116
5/29/2002,0.015032281
5/30/2002,0.015035447
5/31/2002,0.015038612
6/1/2002,0.015041778
6/2/2002,0.015044943
6/3/2002,0.015048108
6/4/2002,0.015051274
6/5/2002,0.015054439
6/6/2002,0.015057605
6/7/2002,0.01506077
6/8/2002,0.015063936
6/9/2002,0.015067101
6/10/2002,0.015070266
6/11/2002,0.015073432
6/12/2002,0.015076597
6/13/2002,0.015079763
6/14/2002,0.015082928
6/15/2002,0.015086094
6/16/2002,0.015089259
6/17/2002,0.015092424
6/18/2002,0.01509559
6/19/2002,0.015098755
6/20/2002,0.015101921
6/21/2002,0.015105086
6/22/2002,0.015108252
6/23/2002,0.015111417
6/24/2002,0.015114582
6/25/2002,0.015117748
6/26/2002,0.015120913
6/27/2002,0.015124079
6/28/2002,0.015127244
6/29/2002,0.01513041
6/30/2002,0.015133575
7/1/2002,0.01513674
7/2/2002,0.015139906
7/3/2002,0.015143071
7/4/2002,0.015146237
7/5/2002,0.015149402
7/6/2002,0.015152568
7/7/2002,0.015155733
7/8/2002,0.015158898
7/9/2002,0.015162064
7/10/2002,0.015165229
7/11/2002,0.015168395
7/12/2002,0.01517156
7/13/2002,0.015174726
7/14/2002,0.015177891
7/15/2002,0.015181056
7/16/2002,0.015184222
7/17/2002,0.015187387
7/18/2002,0.015190553
7/19/2002,0.015193718
7/20/2002,0.015196884
7/21/2002,0.015200049
7/22/2002,0.015203214
7/23/2002,0.01520638
7/24/2002,0.015209545
7/25/2002,0.015212711
7/26/2002,0.015215876
7/27/2002,0.015219042
7/28/2002,0.015222207
7/29/2002,0.015225372
7/30/2002,0.015228538
7/31/2002,0.015231703
8/1/2002,0.015234869
8/2/2002,0.015238034
8/3/2002,0.015241199
8/4/2002,0.015244365
8/5/2002,0.01524753
8/6/2002,0.015250696
8/7/2002,0.015253861
8/8/2002,0.015257027
8/9/2002,0.015260192
8/10/2002,0.015263357
8/11/2002,0.015266523
8/12/2002,0.015269688
8/13/2002,0.015272854
8/14/2002,0.015276019
8/15/2002,0.015279185
8/16/2002,0.01528235
8/17/2002,0.015285515
8/18/2002,0.015288681
8/19/2002,0.015291846
8/20/2002,0.015295012
8/21/2002,0.015298177
8/22/2002,0.015301343
8/23/2002,0.015304508
8/24/2002,0.015307673
8/25/2002,0.015310839
8/26/2002,0.015314004
8/27/2002,0.01531717
8/28/2002,0.015320335
8/29/2002,0.015323501
8/30/2002,0.015326666
8/31/2002,0.015329831
9/1/2002,0.015332997
9/2/2002,0.015336162
9/3/2002,0.015339328
9/4/2002,0.015342493
9/5/2002,0.015345659
9/6/2002,0.015348824
9/7/2002,0.015351989
9/8/2002,0.015355155
9/9/2002,0.01535832
9/10/2002,0.015361486
9/11/2002,0.015364651
9/12/2002,0.015367817
9/13/2002,0.015370982
9/14/2002,0.015374147
9/15/2002,0.015377313
9/16/2002,0.015380478
9/17/2002,0.015383644
9/18/2002,0.015386809
9/19/2002,0.015389975
9/20/2002,0.01539314
9/21/2002,0.015396305
9/22/2002,0.015399471
9/23/2002,0.015402636
9/24/2002,0.015405802
9/25/2002,0.015408967
9/26/2002,0.015412133
9/27/2002,0.015415298
9/28/2002,0.015418463
9/29/2002,0.015421629
9/30/2002,0.015424794
10/1/2002,0.01542796
10/2/2002,0.015431125
10/3/2002,0.015434291
10/4/2002,0.015437456
10/5/2002,0.015440621
10/6/2002,0.015443787
10/7/2002,0.015446952
10/8/2002,0.015450118
10/9/2002,0.015453283
10/10/2002,0.015456449
10/11/2002,0.015459614
10/12/2002,0.015462779
10/13/2002,0.015465945
10/14/2002,0.01546911
10/15/2002,0.015472276
10/16/2002,0.015475441
10/17/2002,0.015478607
10/18/2002,0.015481772
10/19/2002,0.015484937
10/20/2002,0.015488103
10/21/2002,0.015491268
10/22/2002,0.015494434
10/23/2002,0.015497599
10/24/2002,0.015500765
10/25/2002,0.01550393
10/26/2002,0.015507095
10/27/2002,0.015510261
10/28/2002,0.015513426
10/29/2002,0.015516592
10/30/2002,0.015519757
10/31/2002,0.015522923
11/1/2002,0.015526088
11/2/2002,0.015529253
11/3/2002,0.015532419
11/4/2002,0.015535584
11/5/2002,0.01553875
11/6/2002,0.015541915
11/7/2002,0.015545081
11/8/2002,0.015548246
11/9/2002,0.015551411
11/10/2002,0.015554577
11/11/2002,0.015557742
11/12/2002,0.015560908
11/13/2002,0.015564073
11/14/2002,0.015567239
11/15/2002,0.015570404
11/16/2002,0.015573569
11/17/2002,0.015576735
11/18/2002,0.0155799
11/19/2002,0.015583066
11/20/2002,0.015586231
11/21/2002,0.015589397
11/22/2002,0.015592562
11/23/2002,0.015595727
11/24/2002,0.015598893
11/25/2002,0.015602058
11/26/2002,0.015605224
11/27/2002,0.015608389
11/28/2002,0.015611555
11/29/2002,0.01561472
11/30/2002,0.015617885
12/1/2002,0.015621051
12/2/2002,0.015624216
12/3/2002,0.015627382
12/4/2002,0.015630547
12/5/2002,0.015633713
12/6/2002,0.015636878
12/7/2002,0.015640043
12/8/2002,0.015643209
12/9/2002,0.015646374
12/10/2002,0.01564954
12/11/2002,0.015652705
12/12/2002,0.015655871
12/13/2002,0.015659036
12/14/2002,0.015662201
12/15/2002,0.015665367
12/16/2002,0.015668532
