date,Los Angeles,New York
3/1/2000,0.012141234,0.012439796
3/2/2000,0.012262774,0.012442961
3/3/2000,0.012384315,0.012446127
3/4/2000,0.012505856,0.012449292
3/5/2000,0.012627397,0.012452457
3/6/2000,0.012748937,0.012455623
3/7/2000,0.012870478,0.012458788
3/8/2000,0.012992019,0.012461954
3/9/2000,0.01311356,0.012465119
3/10/2000,0.0132351,0.012468285
3/11/2000,0.013356641,0.01247145
3/12/2000,0.013478182,0.012474615
3/13/2000,0.013599723,0.012477781
3/14/2000,0.013721264,0.012480946
3/15/2000,0.013842804,0.012484112
3/16/2000,0.013964345,0.012487277
3/17/2000,0.014085886,0.012490443
3/18/2000,0.014207427,0.012493608
3/19/2000,0.014328967,0.012496773
3/20/2000,0.014450508,0.012499939
3/21/2000,0.014572049,0.012503104
3/22/2000,0.01469359,0.01250627
3/23/2000,0.014815131,0.012509435
3/24/2000,0.014936671,0.012512601
3/25/2000,0.015058212,0.012515766
3/26/2000,0.015179753,0.012518931
3/27/2000,0.015301294,0.012522097
3/28/2000,0.015422834,0.012525262
3/29/2000,0.015544375,0.012528428
3/30/2000,0.015665916,0.012531593
3/31/2000,0.015787457,0.012534759
4/1/2000,0.015908997,0.012537924
4/2/2000,0.016030538,0.012541089
4/3/2000,0.016152079,0.012544255
4/4/2000,0.01627362,0.01254742
4/5/2000,0.016395161,0.012550586
4/6/2000,0.016516701,0.012553751
4/7/2000,0.016638242,0.012556917
4/8/2000,0.016759783,0.012560082
4/9/2000,0.016881324,0.012563247
4/10/2000,0.017002864,0.012566413
4/11/2000,0.017124405,0.012569578
4/12/2000,0.017245946,0.012572744
4/13/2000,0.017367487,0.012575909
4/14/2000,0.017489027,0.012579075
4/15/2000,0.017610568,0.01258224
4/16/2000,0.017732109,0.012585405
4/17/2000,0.01785365,0.012588571
4/18/2000,0.017975191,0.012591736
4/19/2000,0.018096731,0.012594902
4/20/2000,0.018218272,0.012598067
4/21/2000,0.018339813,0.012601233
4/22/2000,0.018461354,0.012604398
4/23/2000,0.018582894,0.012607563
4/24/2000,0.018704435,0.012610729
4/25/2000,0.018825976,0.012613894
4/26/2000,0.018947517,0.01261706
4/27/2000,0.019069058,0.012620225
4/28/2000,0.019190598,0.012623391
4/29/2000,0.019312139,0.012626556
4/30/2000,0.01943368,0.012629721
5/1/2000,0.019555221,0.012632887
5/2/2000,0.019676761,0.012636052
5/3/2000,0.019798302,0.012639218
5/4/2000,0.019919843,0.012642383
5/5/2000,0.020041384,0.012645549
5/6/2000,0.020162924,0.012648714
5/7/2000,0.020284465,0.012651879
5/8/2000,0.020406006,0.012655045
5/9/2000,0.020527547,0.01265821
5/10/2000,0.020649088,0.012661376
5/11/2000,0.020770628,0.012664541
5/12/2000,0.020892169,0.012667707
5/13/2000,0.02101371,0.012670872
5/14/2000,0.021135251,0.012674037
5/15/2000,0.021256791,0.012677203
5/16/2000,0.021378332,0.012680368
5/17/2000,0.021499873,0.012683534
5/18/2000,0.021621414,0.012686699
5/19/2000,0.021742954,0.012689865
5/20/2000,0.021864495,0.01269303
5/21/2000,0.021986036,0.012696195
5/22/2000,0.022107577,0.012699361
5/23/2000,0.022229118,0.012702526
5/24/2000,0.022350658,0.012705692
5/25/2000,0.022472199,0.012708857
5/26/2000,0.02259374,0.012712023
5/27/2000,0.022715281,0.012715188
5/28/2000,0.022836821,0.012718353
5/29/2000,0.022958362,0.012721519
5/30/2000,0.023079903,0.012724684
5/31/2000,0.023201444,0.01272785
6/1/2000,0.023322985,0.012731015
6/2/2000,0.023444525,0.012734181
6/3/2000,0.023566066,0.012737346
6/4/2000,0.023687607,0.012740511
6/5/2000,0.023809148,0.012743677
6/6/2000,0.023930688,0.012746842
6/7/2000,0.024052229,0.012750008
6/8/2000,0.02417377,0.012753173
6/9/2000,0.024295311,0.012756339
6/10/2000,0.024416851,0.012759504
6/11/2000,0.024538392,0.012762669
6/12/2000,0.024659933,0.012765835
6/13/2000,0.024781474,0.012769
6/14/2000,0.024903015,0.012772166
6/15/2000,0.025024555,0.012775331
6/16/2000,0.025146096,0.012778496
6/17/2000,0.025267637,0.012781662
6/18/2000,0.025389178,0.012784827
6/19/2000,0.025510718,0.012787993
6/20/2000,0.025632259,0.012791158
6/21/2000,0.0257538,0.012794324
6/22/2000,0.025875341,0.012797489
6/23/2000,0.025996881,0.012800654
6/24/2000,0.026118422,0.01280382
6/25/2000,0.026239963,0.012806985
6/26/2000,0.026361504,0.012810151
6/27/2000,0.026483045,0.012813316
6/28/2000,0.026604585,0.012816482
6/29/2000,0.026726126,0.012819647
6/30/2000,0.026847667,0.012822812
7/1/2000,0.026969208,0.012825978
7/2/2000,0.027090748,0.012829143
7/3/2000,0.027212289,0.012832309
7/4/2000,0.02733383,0.012835474
7/5/2000,0.027455371,0.01283864
7/6/2000,0.027576912,0.012841805
7/7/2000,0.027698452,0.01284497
7/8/2000,0.027819993,0.012848136
7/9/2000,0.027941534,0.012851301
7/10/2000,0.028063075,0.012854467
7/11/2000,0.028184615,0.012857632
7/12/2000,0.028306156,0.012860798
7/13/2000,0.028427697,0.012863963
7/14/2000,0.028549238,0.012867128
7/15/2000,0.028670778,0.012870294
7/16/2000,0.028792319,0.012873459
7/17/2000,0.02891386,0.012876625
7/18/2000,0.029035401,0.01287979
7/19/2000,0.029156942,0.012882956
7/20/2000,0.029278482,0.012886121
7/21/2000,0.029400023,0.012889286
7/22/2000,0.029521564,0.012892452
7/23/2000,0.029643105,0.012895617
7/24/2000,0.029764645,0.012898783
7/25/2000,0.029886186,0.012901948
7/26/2000,0.030007727,0.012905114
7/27/2000,0.030129268,0.012908279
7/28/2000,0.030250809,0.012911444
7/29/2000,0.030372349,0.01291461
7/30/2000,0.03049389,0.012917775
7/31/2000,0.030615431,0.012920941
8/1/2000,0.030736972,0.012924106
8/2/2000,0.030858512,0.012927272
8/3/2000,0.030980053,0.012930437
8/4/2000,0.031101594,0.012933602
8/5/2000,0.031223135,0.012936768
8/6/2000,0.031344675,0.012939933
8/7/2000,0.031466216,0.012943099
8/8/2000,0.031587757,0.012946264
8/9/2000,0.031709298,0.01294943
8/10/2000,0.031830839,0.012952595
8/11/2000,0.031952379,0.01295576
8/12/2000,0.03207392,0.012958926
8/13/2000,0.032195461,0.012962091
8/14/2000,0.032317002,0.012965257
8/15/2000,0.032438542,0.012968422
8/16/2000,0.032560083,0.012971588
8/17/2000,0.032681624,0.012974753
8/18/2000,0.032803165,0.012977918
8/19/2000,0.032924705,0.012981084
8/20/2000,0.033046246,0.012984249
8/21/2000,0.033167787,0.012987415
8/22/2000,0.033289328,0.01299058
8/23/2000,0.033410869,0.012993746
8/24/2000,0.033532409,0.012996911
8/25/2000,0.03365395,0.013000076
8/26/2000,0.033775491,0.013003242
8/27/2000,0.033897032,0.013006407
8/28/2000,0.034018572,0.013009573
8/29/2000,0.034140113,0.013012738
8/30/2000,0.034261654,0.013015904
8/31/2000,0.034383195,0.013019069
9/1/2000,0.034504736,0.013022234
9/2/2000,0.034626276,0.0130254
9/3/2000,0.034747817,0.013028565
9/4/2000,0.034869358,0.013031731
9/5/2000,0.034990899,0.013034896
9/6/2000,0.035112439,0.013038062
9/7/2000,0.03523398,0.013041227
9/8/2000,0.035355521,0.013044392
9/9/2000,0.035477062,0.013047558
9/10/2000,0.035598602,0.013050723
9/11/2000,0.035720143,0.013053889
9/12/2000,0.035841684,0.013057054
9/13/2000,0.035963225,0.01306022
9/14/2000,0.036084766,0.013063385
9/15/2000,0.036206306,0.01306655
9/16/2000,0.036327847,0.013069716
9/17/2000,0.036449388,0.013072881
9/18/2000,0.036570929,0.013076047
9/19/2000,0.036692469,0.013079212
9/20/2000,0.03681401,0.013082378
9/21/2000,0.036935551,0.013085543
9/22/2000,0.037057092,0.013088708
9/23/2000,0.037178632,0.013091874
9/24/2000,0.037300173,0.013095039
9/25/2000,0.037421714,0.013098205
9/26/2000,0.037543255,0.01310137
9/27/2000,0.037664796,0.013104536
9/28/2000,0.037786336,0.013107701
9/29/2000,0.037907877,0.013110866
9/30/2000,0.038029418,0.013114032
10/1/2000,0.038150959,0.013117197
10/2/2000,0.038272499,0.013120363
10/3/2000,0.03839404,0.013123528
10/4/2000,0.038515581,0.013126694
10/5/2000,0.038637122,0.013129859
10/6/2000,0.038758663,0.013133024
10/7/2000,0.038880203,0.01313619
10/8/2000,0.039001744,0.013139355
10/9/2000,0.039123285,0.013142521
10/10/2000,0.039244826,0.013145686
10/11/2000,0.039366366,0.013148852
10/12/2000,0.039487907,0.013152017
10/13/2000,0.039609448,0.013155182
10/14/2000,0.039730989,0.013158348
10/15/2000,0.039852529,0.013161513
10/16/2000,0.03997407,0.013164679
10/17/2000,0.040095611,0.013167844
10/18/2000,0.040217152,0.01317101
10/19/2000,0.040338693,0.013174175
10/20/2000,0.040460233,0.01317734
10/21/2000,0.040581774,0.013180506
10/22/2000,0.040703315,0.013183671
10/23/2000,0.040824856,0.013186837
10/24/2000,0.040946396,0.013190002
10/25/2000,0.041067937,0.013193168
10/26/2000,0.041189478,0.013196333
10/27/2000,0.041311019,0.013199498
10/28/2000,0.041432559,0.013202664
10/29/2000,0.0415541,0.013205829
10/30/2000,0.041675641,0.013208995
10/31/2000,0.041797182,0.01321216
11/1/2000,0.041918723,0.013215326
11/2/2000,0.042040263,0.013218491
11/3/2000,0.042161804,0.013221656
11/4/2000,0.042283345,0.013224822
11/5/2000,0.042404886,0.013227987
11/6/2000,0.042526426,0.013231153
11/7/2000,0.042647967,0.013234318
11/8/2000,0.042769508,0.013237484
11/9/2000,0.042891049,0.013240649
11/10/2000,0.04301259,0.013243814
11/11/2000,0.04313413,0.01324698
11/12/2000,0.043255671,0.013250145
11/13/2000,0.043377212,0.013253311
11/14/2000,0.043498753,0.013256476
11/15/2000,0.043620293,0.013259642
11/16/2000,0.043741834,0.013262807
11/17/2000,0.043863375,0.013265972
11/18/2000,0.043984916,0.013269138
11/19/2000,0.044106456,0.013272303
11/20/2000,0.044227997,0.013275469
11/21/2000,0.044349538,0.013278634
11/22/2000,0.044471079,0.0132818
11/23/2000,0.04459262,0.013284965
11/24/2000,0.04471416,0.01328813
11/25/2000,0.044835701,0.013291296
11/26/2000,0.044957242,0.013294461
11/27/2000,0.045078783,0.013297627
11/28/2000,0.045200323,0.013300792
11/29/2000,0.045321864,0.013303958
11/30/2000,0.045443405,0.013307123
12/1/2000,0.045564946,0.013310288
12/2/2000,0.045686486,0.013313454
12/3/2000,0.045808027,0.013316619
12/4/2000,0.045929568,0.013319785
12/5/2000,0.046051109,0.01332295
12/6/2000,0.04617265,0.013326116
12/7/2000,0.04629419,0.013329281
12/8/2000,0.046415731,0.013332446
12/9/2000,0.046537272,0.013335612
12/10/2000,0.046658813,0.013338777
12/11/2000,0.046780353,0.013341943
12/12/2000,0.046901894,0.013345108
12/13/2000,0.047023435,0.013348274
12/14/2000,0.047144976,0.013351439
12/15/2000,0.047266517,0.013354604
12/16/2000,0.047388057,0.01335777
12/17/2000,0.047509598,0.013360935
12/18/2000,0.047631139,0.013364101
12/19/2000,0.04775268,0.013367266
12/20/2000,0.04787422,0.013370432
12/21/2000,0.047995761,0.013373597
12/22/2000,0.048117302,0.013376762
12/23/2000,0.048238843,0.013379928
12/24/2000,0.048360383,0.013383093
12/25/2000,0.048481924,0.013386259
12/26/2000,0.048603465,0.013389424
12/27/2000,0.048725006,0.01339259
12/28/2000,0.048846547,0.013395755
12/29/2000,0.048968087,0.01339892
12/30/2000,0.049089628,0.013402086
12/31/2000,0.049211169,0.013405251
1/1/2001,0.04933271,0.013408417
1/2/2001,0.04945425,0.013411582
1/3/2001,0.049575791,0.013414748
1/4/2001,0.049697332,0.013417913
1/5/2001,0.049818873,0.013421078
1/6/2001,0.049940413,0.013424244
1/7/2001,0.050061954,0.013427409
1/8/2001,0.050183495,0.013430575
1/9/2001,0.050305036,0.01343374
1/10/2001,0.050426577,0.013436906
1/11/2001,0.050548117,0.013440071
1/12/2001,0.050669658,0.013443236
1/13/2001,0.050791199,0.013446402
1/14/2001,0.05091274,0.013449567
1/15/2001,0.05103428,0.013452733
1/16/2001,0.051155821,0.013455898
1/17/2001,0.051277362,0.013459064
1/18/2001,0.051398903,0.013462229
1/19/2001,0.051520444,0.013465394
1/20/2001,0.051641984,0.01346856
1/21/2001,0.051763525,0.013471725
1/22/2001,0.051885066,0.013474891
1/23/2001,0.052006607,0.013478056
1/24/2001,0.052128147,0.013481222
1/25/2001,0.052249688,0.013484387
1/26/2001,0.052371229,0.013487552
1/27/2001,0.05249277,0.013490718
1/28/2001,0.05261431,0.013493883
1/29/2001,0.052735851,0.013497049
1/30/2001,0.052857392,0.013500214
1/31/2001,0.052978933,0.01350338
2/1/2001,0.053100474,0.013506545
2/2/2001,0.053222014,0.01350971
2/3/2001,0.053343555,0.013512876
2/4/2001,0.053465096,0.013516041
2/5/2001,0.053586637,0.013519207
2/6/2001,0.053708177,0.013522372
2/7/2001,0.053829718,0.013525538
2/8/2001,0.053951259,0.013528703
2/9/2001,0.0540728,0.013531868
2/10/2001,0.05419434,0.013535034
2/11/2001,0.054315881,0.013538199
2/12/2001,0.054437422,0.013541365
2/13/2001,0.054558963,0.01354453
2/14/2001,0.054680504,0.013547696
2/15/2001,0.054802044,0.013550861
2/16/2001,0.054923585,0.013554026
2/17/2001,0.055045126,0.013557192
2/18/2001,0.055166667,0.013560357
2/19/2001,0.055288207,0.013563523
2/20/2001,0.055409748,0.013566688
2/21/2001,0.055531289,0.013569854
2/22/2001,0.05565283,0.013573019
2/23/2001,0.055774371,0.013576184
2/24/2001,0.055895911,0.01357935
2/25/2001,0.056017452,0.013582515
2/26/2001,0.056138993,0.013585681
2/27/2001,0.056260534,0.013588846
2/28/2001,0.056382074,0.013592011
3/1/2001,0.056503615,0.013595177
3/2/2001,0.056625156,0.013598342
3/3/2001,0.056746697,0.013601508
3/4/2001,0.056868237,0.013604673
3/5/2001,0.056989778,0.013607839
3/6/2001,0.057111319,0.013611004
3/7/2001,0.05723286,0.013614169
3/8/2001,0.057354401,0.013617335
3/9/2001,0.057475941,0.0136205
3/10/2001,0.057597482,0.013623666
3/11/2001,0.057719023,0.013626831
3/12/2001,0.057840564,0.013629997
3/13/2001,0.057962104,0.013633162
3/14/2001,0.058083645,0.013636327
3/15/2001,0.058205186,0.013639493
3/16/2001,0.058326727,0.013642658
3/17/2001,0.058448267,0.013645824
3/18/2001,0.058569808,0.013648989
3/19/2001,0.058691349,0.013652155
3/20/2001,0.05881289,0.01365532
3/21/2001,0.058934431,0.013658485
3/22/2001,0.059055971,0.013661651
3/23/2001,0.059177512,0.013664816
3/24/2001,0.059299053,0.013667982
3/25/2001,0.059420594,0.013671147
3/26/2001,0.059542134,0.013674313
3/27/2001,0.059663675,0.013677478
3/28/2001,0.059785216,0.013680643
3/29/2001,0.059906757,0.013683809
3/30/2001,0.060028298,0.013686974
3/31/2001,0.060149838,0.01369014
4/1/2001,0.060271379,0.013693305
4/2/2001,0.06039292,0.013696471
4/3/2001,0.060514461,0.013699636
4/4/2001,0.060636001,0.013702801
4/5/2001,0.060757542,0.013705967
4/6/2001,0.060879083,0.013709132
4/7/2001,0.061000624,0.013712298
4/8/2001,0.061122164,0.013715463
4/9/2001,0.061243705,0.013718629
4/10/2001,0.061365246,0.013721794
4/11/2001,0.061486787,0.013724959
4/12/2001,0.061608328,0.013728125
4/13/2001,0.061729868,0.01373129
4/14/2001,0.061851409,0.013734456
4/15/2001,0.06197295,0.013737621
4/16/2001,0.062094491,0.013740787
4/17/2001,0.062216031,0.013743952
4/18/2001,0.062337572,0.013747117
4/19/2001,0.062459113,0.013750283
4/20/2001,0.062580654,0.013753448
4/21/2001,0.062702195,0.013756614
4/22/2001,0.062823735,0.013759779
4/23/2001,0.062945276,0.013762945
4/24/2001,0.063066817,0.01376611
4/25/2001,0.063188358,0.013769275
4/26/2001,0.063309898,0.013772441
4/27/2001,0.063431439,0.013775606
4/28/2001,0.06355298,0.013778772
4/29/2001,0.063674521,0.013781937
4/30/2001,0.063796061,0.013785103
5/1/2001,0.063917602,0.013788268
5/2/2001,0.064039143,0.013791433
5/3/2001,0.064160684,0.013794599
5/4/2001,0.064282225,0.013797764
5/5/2001,0.064403765,0.01380093
5/6/2001,0.064525306,0.013804095
5/7/2001,0.064646847,0.013807261
5/8/2001,0.064768388,0.013810426
5/9/2001,0.064889928,0.013813591
5/10/2001,0.065011469,0.013816757
5/11/2001,0.06513301,0.013819922
5/12/2001,0.065254551,0.013823088
5/13/2001,0.065376091,0.013826253
5/14/2001,0.065497632,0.013829419
5/15/2001,0.065619173,0.013832584
5/16/2001,0.065740714,0.013835749
5/17/2001,0.065862255,0.013838915
5/18/2001,0.065983795,0.01384208
5/19/2001,0.066105336,0.013845246
5/20/2001,0.066226877,0.013848411
5/21/2001,0.066348418,0.013851577
5/22/2001,0.066469958,0.013854742
5/23/2001,0.066591499,0.013857907
5/24/2001,0.06671304,0.013861073
5/25/2001,0.066834581,0.013864238
5/26/2001,0.066956122,0.013867404
5/27/2001,0.067077662,0.013870569
5/28/2001,0.067199203,0.013873735
5/29/2001,0.067320744,0.0138769
5/30/2001,0.067442285,0.013880065
5/31/2001,0.067563825,0.013883231
6/1/2001,0.067685366,0.013886396
6/2/2001,0.067806907,0.013889562
6/3/2001,0.067928448,0.013892727
6/4/2001,0.068049988,0.013895893
6/5/2001,0.068171529,0.013899058
6/6/2001,0.06829307,0.013902223
6/7/2001,0.068414611,0.013905389
6/8/2001,0.068536152,0.013908554
6/9/2001,0.068657692,0.01391172
6/10/2001,0.068779233,0.013914885
6/11/2001,0.068900774,0.013918051
6/12/2001,0.069022315,0.013921216
6/13/2001,0.069143855,0.013924381
6/14/2001,0.069265396,0.013927547
6/15/2001,0.069386937,0.013930712
6/16/2001,0.069508478,0.013933878
6/17/2001,0.069630018,0.013937043
6/18/2001,0.069751559,0.013940209
6/19/2001,0.0698731,0.013943374
6/20/2001,0.069994641,0.013946539
6/21/2001,0.070116182,0.013949705
6/22/2001,0.070237722,0.01395287
6/23/2001,0.070359263,0.013956036
6/24/2001,0.070480804,0.013959201
6/25/2001,0.070602345,0.013962367
6/26/2001,0.070723885,0.013965532
6/27/2001,0.070845426,0.013968697
6/28/2001,0.070966967,0.013971863
6/29/2001,0.071088508,0.013975028
6/30/2001,0.071210049,0.013978194
7/1/2001,0.071331589,0.013981359
7/2/2001,0.07145313,0.013984525
7/3/2001,0.071574671,0.01398769
7/4/2001,0.071696212,0.013990855
7/5/2001,0.071817752,0.013994021
7/6/2001,0.071939293,0.013997186
7/7/2001,0.072060834,0.014000352
7/8/2001,0.072182375,0.014003517
7/9/2001,0.072303915,0.014006683
7/10/2001,0.072425456,0.014009848
7/11/2001,0.072546997,0.014013013
7/12/2001,0.072668538,0.014016179
7/13/2001,0.072790079,0.014019344
7/14/2001,0.072911619,0.01402251
7/15/2001,0.07303316,0.014025675
7/16/2001,0.073154701,0.014028841
7/17/2001,0.073276242,0.014032006
7/18/2001,0.073397782,0.014035171
7/19/2001,0.073519323,0.014038337
7/20/2001,0.073640864,0.014041502
7/21/2001,0.073762405,0.014044668
7/22/2001,0.073883945,0.014047833
7/23/2001,0.074005486,0.014050999
7/24/2001,0.074127027,0.014054164
7/25/2001,0.074248568,0.014057329
7/26/2001,0.074370109,0.014060495
7/27/2001,0.074491649,0.01406366
7/28/2001,0.07461319,0.014066826
7/29/2001,0.074734731,0.014069991
7/30/2001,0.074856272,0.014073157
7/31/2001,0.074977812,0.014076322
8/1/2001,0.075099353,0.014079487
8/2/2001,0.075220894,0.014082653
8/3/2001,0.075342435,0.014085818
8/4/2001,0.075463976,0.014088984
8/5/2001,0.075585516,0.014092149
8/6/2001,0.075707057,0.014095315
8/7/2001,0.075828598,0.01409848
8/8/2001,0.075950139,0.014101645
8/9/2001,0.076071679,0.014104811
8/10/2001,0.07619322,0.014107976
8/11/2001,0.076314761,0.014111142
8/12/2001,0.076436302,0.014114307
8/13/2001,0.076557842,0.014117473
8/14/2001,0.076679383,0.014120638
8/15/2001,0.076800924,0.014123803
8/16/2001,0.076922465,0.014126969
8/17/2001,0.077044006,0.014130134
8/18/2001,0.077165546,0.0141333
8/19/2001,0.077287087,0.014136465
8/20/2001,0.077408628,0.014139631
8/21/2001,0.077530169,0.014142796
8/22/2001,0.077651709,0.014145961
8/23/2001,0.07777325,0.014149127
8/24/2001,0.077894791,0.014152292
8/25/2001,0.078016332,0.014155458
8/26/2001,0.078137872,0.014158623
8/27/2001,0.078259413,0.014161789
8/28/2001,0.078380954,0.014164954
8/29/2001,0.078502495,0.014168119
8/30/2001,0.078624036,0.014171285
8/31/2001,0.078745576,0.01417445
9/1/2001,0.078867117,0.014177616
9/2/2001,0.078988658,0.014180781
9/3/2001,0.079110199,0.014183947
9/4/2001,0.079231739,0.014187112
9/5/2001,0.07935328,0.014190277
9/6/2001,0.079474821,0.014193443
9/7/2001,0.079596362,0.014196608
9/8/2001,0.079717903,0.014199774
9/9/2001,0.079839443,0.014202939
9/10/2001,0.079960984,0.014206105
9/11/2001,0.080082525,0.01420927
9/12/2001,0.080204066,0.014212435
9/13/2001,0.080325606,0.014215601
9/14/2001,0.080447147,0.014218766
9/15/2001,0.080568688,0.014221932
9/16/2001,0.080690229,0.014225097
9/17/2001,0.080811769,0.014228263
9/18/2001,0.08093331,0.014231428
9/19/2001,0.081054851,0.014234593
9/20/2001,0.081176392,0.014237759
9/21/2001,0.081297933,0.014240924
9/22/2001,0.081419473,0.01424409
9/23/2001,0.081541014,0.014247255
9/24/2001,0.081662555,0.014250421
9/25/2001,0.081784096,0.014253586
9/26/2001,0.081905636,0.014256751
9/27/2001,0.082027177,0.014259917
9/28/2001,0.082148718,0.014263082
9/29/2001,0.082270259,0.014266248
9/30/2001,0.082391799,0.014269413
10/1/2001,0.08251334,0.014272579
10/2/2001,0.082634881,0.014275744
10/3/2001,0.082756422,0.014278909
10/4/2001,0.082877963,0.014282075
10/5/2001,0.082999503,0.01428524
10/6/2001,0.083121044,0.014288406
10/7/2001,0.083242585,0.014291571
10/8/2001,0.083364126,0.014294737
10/9/2001,0.083485666,0.014297902
10/10/2001,0.083607207,0.014301067
10/11/2001,0.083728748,0.014304233
10/12/2001,0.083850289,0.014307398
10/13/2001,0.08397183,0.014310564
10/14/2001,0.08409337,0.014313729
10/15/2001,0.084214911,0.014316895
10/16/2001,0.084336452,0.01432006
10/17/2001,0.084457993,0.014323225
10/18/2001,0.084579533,0.014326391
10/19/2001,0.084701074,0.014329556
10/20/2001,0.084822615,0.014332722
10/21/2001,0.084944156,0.014335887
10/22/2001,0.085065696,0.014339053
10/23/2001,0.085187237,0.014342218
10/24/2001,0.085308778,0.014345383
10/25/2001,0.085430319,0.014348549
10/26/2001,0.08555186,0.014351714
10/27/2001,0.0856734,0.01435488
10/28/2001,0.085794941,0.014358045
10/29/2001,0.085916482,0.014361211
10/30/2001,0.086038023,0.014364376
10/31/2001,0.086159563,0.014367541
11/1/2001,0.086281104,0.014370707
11/2/2001,0.086402645,0.014373872
11/3/2001,0.086524186,0.014377038
11/4/2001,0.086645726,0.014380203
11/5/2001,0.086767267,0.014383369
11/6/2001,0.086888808,0.014386534
11/7/2001,0.087010349,0.014389699
11/8/2001,0.08713189,0.014392865
11/9/2001,0.08725343,0.01439603
11/10/2001,0.087374971,0.014399196
11/11/2001,0.087496512,0.014402361
11/12/2001,0.087618053,0.014405527
11/13/2001,0.087739593,0.014408692
11/14/2001,0.087861134,0.014411857
11/15/2001,0.087982675,0.014415023
11/16/2001,0.088104216,0.014418188
11/17/2001,0.088225757,0.014421354
11/18/2001,0.088347297,0.014424519
11/19/2001,0.088468838,0.014427684
11/20/2001,0.088590379,0.01443085
11/21/2001,0.08871192,0.014434015
11/22/2001,0.08883346,0.014437181
11/23/2001,0.088955001,0.014440346
11/24/2001,0.089076542,0.014443512
11/25/2001,0.089198083,0.014446677
11/26/2001,0.089319623,0.014449842
11/27/2001,0.089441164,0.014453008
11/28/2001,0.089562705,0.014456173
11/29/2001,0.089684246,0.014459339
11/30/2001,0.089805787,0.014462504
12/1/2001,0.089927327,0.01446567
12/2/2001,0.090048868,0.014468835
12/3/2001,0.090170409,0.014472
12/4/2001,0.09029195,0.014475166
12/5/2001,0.09041349,0.014478331
12/6/2001,0.090535031,0.014481497
12/7/2001,0.090656572,0.014484662
12/8/2001,0.090778113,0.014487828
12/9/2001,0.090899653,0.014490993
12/10/2001,0.091021194,0.014494158
12/11/2001,0.091142735,0.014497324
12/12/2001,0.091264276,0.014500489
12/13/2001,0.091385817,0.014503655
12/14/2001,0.091507357,0.01450682
12/15/2001,0.091628898,0.014509986
12/16/2001,0.091750439,0.014513151
12/17/2001,0.09187198,0.014516316
12/18/2001,0.09199352,0.014519482
12/19/2001,0.092115061,0.014522647
12/20/2001,0.092236602,0.014525813
12/21/2001,0.092358143,0.014528978
12/22/2001,0.092479684,0.014532144
12/23/2001,0.092601224,0.014535309
12/24/2001,0.092722765,0.014538474
12/25/2001,0.092844306,0.01454164
12/26/2001,0.092965847,0.014544805
12/27/2001,0.093087387,0.014547971
12/28/2001,0.093208928,0.014551136
12/29/2001,0.093330469,0.014554302
12/30/2001,0.09345201,0.014557467
12/31/2001,0.09357355,0.014560632
1/1/2002,0.093695091,0.014563798
1/2/2002,0.093816632,0.014566963
1/3/2002,0.093938173,0.014570129
1/4/2002,0.094059714,0.014573294
1/5/2002,0.094181254,0.01457646
1/6/2002,0.094302795,0.014579625
1/7/2002,0.094424336,0.01458279
1/8/2002,0.094545877,0.014585956
1/9/2002,0.094667417,0.014589121
